v_prime, v
5.0, 17.0
7.0, 19.0
8.0, 22.0
8.0, 18.0
9.0, 22.0
7.0, 17.0
9.0, 15.0
9.0, 17.0
5.0, 18.0
7.0, 18.0
6.0, 19.0
9.0, 22.0
5.0, 19.0
6.0, 18.0
5.0, 19.0
7.0, 18.0
6.0, 18.0
6.0, 18.0
5.0, 18.0
5.0, 19.0
6.0, 18.0
5.0, 18.0
5.0, 17.0
7.0, 18.0
7.0, 18.0
3.0, 19.0
5.0, 18.0
9.0, 19.0
5.0, 18.0
5.0, 17.0
6.0, 16.0
7.0, 18.0
7.0, 18.0
6.0, 17.0
7.0, 19.0
5.0, 18.0
6.0, 19.0
10.0, 22.0
7.0, 18.0
9.0, 18.0
7.0, 17.0
11.0, 22.0
5.0, 18.0
5.0, 18.0
8.0, 17.0
7.0, 19.0
9.0, 17.0
7.0, 18.0
6.0, 19.0
8.0, 18.0
7.0, 19.0
6.0, 18.0
4.0, 17.0
5.0, 18.0
7.0, 19.0
7.0, 18.0
10.0, 18.0
5.0, 19.0
10.0, 22.0
4.0, 18.0
6.0, 18.0
7.0, 19.0
4.0, 18.0
5.0, 18.0
8.0, 18.0
6.0, 17.0
5.0, 19.0
5.0, 19.0
4.0, 22.0
10.0, 22.0
6.0, 18.0
6.0, 19.0
5.0, 19.0
6.0, 17.0
6.0, 19.0
5.0, 18.0
9.0, 18.0
4.0, 17.0
9.0, 22.0
6.0, 18.0
7.0, 18.0
6.0, 19.0
4.0, 21.0
8.0, 18.0
9.0, 22.0
6.0, 17.0
8.0, 22.0
5.0, 18.0
7.0, 19.0
6.0, 18.0
9.0, 18.0
6.0, 19.0
6.0, 18.0
6.0, 22.0
6.0, 18.0
5.0, 19.0
8.0, 17.0
5.0, 19.0
8.0, 18.0
5.0, 17.0
5.0, 18.0
6.0, 19.0
6.0, 17.0
8.0, 18.0
7.0, 19.0
5.0, 19.0
5.0, 17.0
6.0, 17.0
5.0, 17.0
5.0, 18.0
7.0, 22.0
7.0, 19.0
6.0, 19.0
6.0, 19.0
8.0, 19.0
7.0, 19.0
7.0, 17.0
5.0, 18.0
8.0, 18.0
5.0, 18.0
8.0, 22.0
7.0, 18.0
8.0, 22.0
6.0, 22.0
7.0, 19.0
9.0, 22.0
8.0, 18.0
6.0, 18.0
5.0, 18.0
7.0, 17.0
5.0, 18.0
10.0, 22.0
7.0, 18.0
5.0, 19.0
6.0, 19.0
5.0, 18.0
8.0, 22.0
7.0, 17.0
5.0, 19.0
5.0, 17.0
5.0, 18.0
4.0, 18.0
7.0, 17.0
4.0, 19.0
5.0, 19.0
9.0, 17.0
6.0, 16.0
8.0, 17.0
9.0, 22.0
8.0, 17.0
6.0, 18.0
5.0, 18.0
5.0, 18.0
7.0, 18.0
8.0, 19.0
6.0, 19.0
4.0, 22.0
8.0, 17.0
6.0, 17.0
7.0, 19.0
6.0, 17.0
9.0, 17.0
7.0, 17.0
6.0, 18.0
6.0, 22.0
8.0, 18.0
5.0, 18.0
4.0, 19.0
6.0, 17.0
5.0, 19.0
9.0, 22.0
7.0, 18.0
8.0, 22.0
7.0, 19.0
8.0, 22.0
5.0, 18.0
6.0, 17.0
9.0, 18.0
7.0, 18.0
7.0, 19.0
6.0, 17.0
4.0, 18.0
7.0, 22.0
8.0, 19.0
5.0, 19.0
5.0, 19.0
7.0, 19.0
6.0, 18.0
5.0, 19.0
4.0, 19.0
6.0, 22.0
5.0, 18.0
7.0, 22.0
7.0, 19.0
6.0, 18.0
8.0, 19.0
5.0, 17.0
5.0, 19.0
9.0, 22.0
6.0, 22.0
6.0, 18.0
5.0, 18.0
9.0, 22.0
5.0, 19.0
5.0, 18.0
7.0, 18.0
6.0, 17.0
5.0, 19.0
6.0, 16.0
4.0, 17.0
3.0, 18.0
12.0, 22.0
5.0, 18.0
7.0, 17.0
7.0, 18.0
8.0, 18.0
8.0, 18.0
5.0, 19.0
6.0, 18.0
5.0, 18.0
9.0, 17.0
6.0, 19.0
8.0, 22.0
9.0, 22.0
6.0, 19.0
7.0, 19.0
7.0, 17.0
8.0, 18.0
7.0, 18.0
9.0, 18.0
7.0, 22.0
5.0, 17.0
7.0, 17.0
5.0, 18.0
7.0, 17.0
5.0, 18.0
6.0, 18.0
7.0, 18.0
6.0, 17.0
7.0, 18.0
8.0, 18.0
7.0, 19.0
10.0, 22.0
9.0, 22.0
8.0, 22.0
6.0, 16.0
5.0, 19.0
3.0, 18.0
8.0, 17.0
5.0, 18.0
8.0, 18.0
6.0, 19.0
7.0, 18.0
8.0, 22.0
5.0, 19.0
6.0, 18.0
8.0, 19.0
4.0, 18.0
6.0, 18.0
6.0, 18.0
5.0, 18.0
7.0, 18.0
8.0, 22.0
8.0, 17.0
7.0, 19.0
7.0, 18.0
7.0, 18.0
4.0, 17.0
7.0, 18.0
6.0, 17.0
8.0, 22.0
8.0, 19.0
5.0, 19.0
9.0, 19.0
3.0, 18.0
4.0, 19.0
6.0, 18.0
7.0, 17.0
6.0, 18.0
10.0, 22.0
7.0, 18.0
8.0, 16.0
9.0, 22.0
6.0, 22.0
5.0, 18.0
8.0, 22.0
5.0, 18.0
6.0, 18.0
6.0, 18.0
4.0, 19.0
5.0, 17.0
7.0, 17.0
9.0, 22.0
7.0, 18.0
4.0, 18.0
4.0, 17.0
8.0, 18.0
7.0, 17.0
6.0, 17.0
9.0, 22.0
4.0, 19.0
7.0, 18.0
7.0, 19.0
8.0, 17.0
7.0, 19.0
5.0, 17.0
8.0, 18.0
5.0, 17.0
5.0, 17.0
6.0, 16.0
5.0, 19.0
8.0, 18.0
7.0, 22.0
6.0, 19.0
5.0, 17.0
7.0, 18.0
8.0, 19.0
8.0, 22.0
8.0, 22.0
6.0, 22.0
5.0, 18.0
9.0, 22.0
7.0, 18.0
7.0, 17.0
5.0, 19.0
5.0, 18.0
6.0, 18.0
5.0, 18.0
7.0, 18.0
5.0, 18.0
5.0, 18.0
7.0, 18.0
6.0, 22.0
5.0, 18.0
9.0, 18.0
5.0, 19.0
6.0, 17.0
9.0, 17.0
6.0, 18.0
6.0, 18.0
6.0, 22.0
8.0, 17.0
9.0, 18.0
5.0, 18.0
9.0, 22.0
4.0, 19.0
7.0, 18.0
10.0, 22.0
6.0, 22.0
5.0, 17.0
8.0, 17.0
7.0, 17.0
8.0, 18.0
5.0, 19.0
8.0, 17.0
7.0, 17.0
6.0, 18.0
9.0, 22.0
6.0, 18.0
7.0, 22.0
8.0, 19.0
4.0, 18.0
6.0, 18.0
4.0, 19.0
6.0, 19.0
7.0, 18.0
7.0, 18.0
7.0, 19.0
9.0, 18.0
10.0, 22.0
8.0, 17.0
8.0, 18.0
6.0, 18.0
4.0, 18.0
6.0, 17.0
8.0, 19.0
6.0, 17.0
11.0, 22.0
9.0, 15.0
7.0, 18.0
7.0, 17.0
6.0, 18.0
7.0, 18.0
5.0, 17.0
7.0, 22.0
5.0, 19.0
7.0, 19.0
7.0, 19.0
6.0, 19.0
5.0, 18.0
6.0, 17.0
6.0, 16.0
4.0, 18.0
4.0, 19.0
7.0, 18.0
8.0, 17.0
11.0, 17.0
9.0, 22.0
7.0, 22.0
6.0, 22.0
4.0, 18.0
9.0, 18.0
5.0, 18.0
5.0, 18.0
5.0, 19.0
5.0, 17.0
6.0, 18.0
5.0, 18.0
7.0, 19.0
6.0, 22.0
5.0, 19.0
8.0, 22.0
7.0, 21.0
8.0, 18.0
10.0, 22.0
6.0, 18.0
6.0, 17.0
9.0, 22.0
5.0, 19.0
6.0, 18.0
3.0, 19.0
7.0, 22.0
6.0, 17.0
9.0, 22.0
10.0, 22.0
5.0, 18.0
5.0, 18.0
9.0, 17.0
8.0, 22.0
8.0, 19.0
8.0, 22.0
7.0, 22.0
10.0, 22.0
5.0, 18.0
10.0, 19.0
7.0, 22.0
7.0, 18.0
6.0, 19.0
6.0, 19.0
6.0, 22.0
7.0, 19.0
8.0, 18.0
6.0, 18.0
7.0, 18.0
6.0, 16.0
5.0, 18.0
6.0, 19.0
9.0, 18.0
6.0, 22.0
6.0, 18.0
11.0, 22.0
9.0, 17.0
6.0, 18.0
7.0, 17.0
6.0, 17.0
6.0, 18.0
7.0, 19.0
7.0, 19.0
7.0, 19.0
7.0, 18.0
6.0, 18.0
11.0, 22.0
6.0, 18.0
5.0, 18.0
6.0, 22.0
7.0, 18.0
4.0, 18.0
7.0, 21.0
7.0, 18.0
10.0, 18.0
5.0, 19.0
6.0, 18.0
7.0, 18.0
6.0, 17.0
10.0, 22.0
7.0, 22.0
3.0, 18.0
8.0, 18.0
5.0, 19.0
5.0, 17.0
6.0, 18.0
7.0, 18.0
7.0, 22.0
12.0, 17.0
6.0, 22.0
9.0, 18.0
4.0, 19.0
6.0, 19.0
5.0, 18.0
4.0, 17.0
7.0, 17.0
4.0, 17.0
9.0, 22.0
6.0, 17.0
5.0, 19.0
3.0, 19.0
8.0, 22.0
8.0, 22.0
8.0, 18.0
5.0, 18.0
5.0, 17.0
5.0, 17.0
9.0, 18.0
7.0, 19.0
9.0, 22.0
7.0, 19.0
7.0, 21.0
7.0, 18.0
5.0, 18.0
9.0, 22.0
11.0, 22.0
8.0, 18.0
5.0, 18.0
8.0, 18.0
11.0, 22.0
6.0, 17.0
5.0, 19.0
5.0, 18.0
4.0, 19.0
7.0, 19.0
7.0, 18.0
5.0, 19.0
4.0, 22.0
8.0, 19.0
8.0, 22.0
8.0, 22.0
4.0, 19.0
7.0, 18.0
7.0, 19.0
8.0, 22.0
8.0, 17.0
7.0, 22.0
7.0, 19.0
8.0, 22.0
4.0, 19.0
11.0, 17.0
8.0, 22.0
5.0, 18.0
10.0, 22.0
7.0, 17.0
7.0, 22.0
11.0, 22.0
9.0, 22.0
7.0, 18.0
4.0, 18.0
7.0, 17.0
5.0, 18.0
5.0, 18.0
5.0, 18.0
9.0, 22.0
6.0, 17.0
5.0, 18.0
8.0, 22.0
5.0, 19.0
8.0, 18.0
7.0, 19.0
6.0, 16.0
5.0, 17.0
6.0, 18.0
5.0, 18.0
8.0, 18.0
4.0, 17.0
5.0, 19.0
9.0, 22.0
7.0, 19.0
6.0, 17.0
5.0, 18.0
5.0, 18.0
5.0, 18.0
6.0, 19.0
3.0, 19.0
8.0, 22.0
8.0, 22.0
7.0, 16.0
12.0, 17.0
4.0, 19.0
7.0, 19.0
9.0, 17.0
7.0, 22.0
4.0, 17.0
10.0, 22.0
12.0, 17.0
8.0, 17.0
7.0, 18.0
7.0, 22.0
8.0, 18.0
9.0, 17.0
10.0, 18.0
7.0, 16.0
7.0, 19.0
3.0, 18.0
7.0, 18.0
7.0, 19.0
6.0, 15.0
6.0, 18.0
10.0, 22.0
10.0, 22.0
8.0, 19.0
6.0, 18.0
7.0, 18.0
7.0, 19.0
12.0, 17.0
7.0, 19.0
10.0, 22.0
7.0, 19.0
7.0, 19.0
7.0, 18.0
5.0, 18.0
6.0, 18.0
7.0, 18.0
5.0, 19.0
5.0, 19.0
5.0, 18.0
9.0, 18.0
7.0, 17.0
7.0, 22.0
12.0, 17.0
6.0, 19.0
6.0, 18.0
7.0, 18.0
9.0, 17.0
8.0, 22.0
5.0, 18.0
4.0, 22.0
7.0, 19.0
8.0, 18.0
3.0, 19.0
12.0, 17.0
6.0, 17.0
7.0, 18.0
7.0, 17.0
6.0, 18.0
6.0, 22.0
7.0, 16.0
6.0, 16.0
10.0, 18.0
8.0, 18.0
5.0, 19.0
6.0, 17.0
7.0, 22.0
9.0, 22.0
5.0, 18.0
10.0, 22.0
6.0, 18.0
4.0, 19.0
6.0, 18.0
9.0, 22.0
9.0, 18.0
6.0, 18.0
6.0, 18.0
9.0, 17.0
8.0, 22.0
9.0, 18.0
5.0, 18.0
7.0, 17.0
7.0, 22.0
6.0, 18.0
8.0, 19.0
6.0, 18.0
5.0, 18.0
7.0, 19.0
11.0, 22.0
6.0, 18.0
6.0, 18.0
7.0, 18.0
6.0, 18.0
7.0, 17.0
7.0, 17.0
6.0, 19.0
4.0, 18.0
4.0, 19.0
7.0, 17.0
9.0, 22.0
7.0, 18.0
5.0, 19.0
5.0, 18.0
8.0, 18.0
8.0, 19.0
6.0, 17.0
3.0, 19.0
6.0, 19.0
6.0, 17.0
7.0, 17.0
5.0, 18.0
5.0, 19.0
8.0, 18.0
8.0, 22.0
3.0, 18.0
5.0, 18.0
6.0, 22.0
6.0, 18.0
7.0, 17.0
10.0, 22.0
8.0, 18.0
5.0, 18.0
8.0, 19.0
4.0, 17.0
11.0, 22.0
6.0, 19.0
8.0, 18.0
10.0, 22.0
7.0, 17.0
5.0, 18.0
6.0, 18.0
7.0, 17.0
7.0, 17.0
5.0, 19.0
11.0, 22.0
6.0, 18.0
8.0, 22.0
6.0, 19.0
6.0, 18.0
4.0, 22.0
5.0, 18.0
7.0, 18.0
7.0, 18.0
10.0, 19.0
8.0, 22.0
7.0, 18.0
3.0, 18.0
6.0, 17.0
8.0, 22.0
5.0, 18.0
9.0, 17.0
8.0, 18.0
5.0, 18.0
7.0, 19.0
6.0, 22.0
8.0, 17.0
7.0, 17.0
5.0, 18.0
8.0, 22.0
6.0, 18.0
9.0, 17.0
3.0, 18.0
7.0, 17.0
5.0, 18.0
6.0, 22.0
9.0, 18.0
10.0, 18.0
9.0, 17.0
5.0, 19.0
7.0, 19.0
12.0, 17.0
8.0, 22.0
8.0, 22.0
8.0, 18.0
8.0, 18.0
6.0, 18.0
7.0, 18.0
7.0, 19.0
6.0, 18.0
6.0, 19.0
11.0, 22.0
4.0, 19.0
6.0, 19.0
7.0, 19.0
9.0, 22.0
5.0, 18.0
5.0, 18.0
7.0, 17.0
7.0, 18.0
5.0, 17.0
4.0, 18.0
6.0, 22.0
8.0, 18.0
10.0, 22.0
7.0, 22.0
9.0, 22.0
9.0, 18.0
4.0, 18.0
5.0, 18.0
5.0, 18.0
7.0, 19.0
5.0, 19.0
5.0, 18.0
10.0, 22.0
7.0, 18.0
11.0, 22.0
9.0, 18.0
5.0, 17.0
4.0, 19.0
5.0, 19.0
7.0, 22.0
5.0, 19.0
5.0, 19.0
8.0, 16.0
5.0, 19.0
5.0, 18.0
4.0, 19.0
7.0, 18.0
4.0, 19.0
4.0, 19.0
5.0, 18.0
5.0, 19.0
4.0, 22.0
5.0, 19.0
5.0, 19.0
7.0, 19.0
10.0, 17.0
10.0, 22.0
7.0, 19.0
2.0, 19.0
4.0, 17.0
7.0, 18.0
5.0, 18.0
7.0, 17.0
5.0, 18.0
7.0, 18.0
5.0, 18.0
6.0, 19.0
5.0, 18.0
10.0, 22.0
5.0, 19.0
7.0, 18.0
9.0, 22.0
7.0, 17.0
5.0, 18.0
4.0, 22.0
8.0, 17.0
6.0, 19.0
7.0, 17.0
7.0, 15.0
7.0, 18.0
6.0, 17.0
7.0, 18.0
5.0, 18.0
5.0, 18.0
6.0, 22.0
6.0, 18.0
8.0, 18.0
7.0, 19.0
10.0, 22.0
8.0, 18.0
4.0, 17.0
7.0, 19.0
9.0, 22.0
10.0, 17.0
5.0, 18.0
10.0, 22.0
8.0, 22.0
6.0, 19.0
4.0, 17.0
5.0, 18.0
3.0, 19.0
5.0, 18.0
5.0, 18.0
5.0, 19.0
7.0, 18.0
8.0, 22.0
7.0, 19.0
8.0, 18.0
7.0, 19.0
8.0, 22.0
5.0, 18.0
5.0, 19.0
7.0, 19.0
10.0, 18.0
7.0, 19.0
6.0, 17.0
11.0, 22.0
5.0, 19.0
12.0, 22.0
5.0, 18.0
5.0, 17.0
7.0, 18.0
6.0, 19.0
8.0, 18.0
9.0, 22.0
7.0, 16.0
8.0, 22.0
8.0, 19.0
7.0, 18.0
7.0, 18.0
5.0, 18.0
7.0, 18.0
7.0, 19.0
10.0, 22.0
8.0, 22.0
5.0, 18.0
6.0, 19.0
8.0, 22.0
7.0, 19.0
6.0, 17.0
4.0, 18.0
7.0, 19.0
7.0, 17.0
3.0, 18.0
5.0, 18.0
6.0, 17.0
3.0, 19.0
6.0, 17.0
7.0, 17.0
4.0, 17.0
9.0, 22.0
7.0, 17.0
6.0, 17.0
6.0, 22.0
6.0, 19.0
4.0, 17.0
5.0, 18.0
6.0, 17.0
8.0, 17.0
8.0, 18.0
10.0, 18.0
8.0, 22.0
6.0, 16.0
6.0, 19.0
5.0, 19.0
10.0, 22.0
6.0, 16.0
7.0, 18.0
6.0, 19.0
7.0, 18.0
7.0, 18.0
7.0, 19.0
6.0, 18.0
4.0, 18.0
5.0, 17.0
8.0, 22.0
7.0, 19.0
8.0, 17.0
11.0, 22.0
8.0, 19.0
6.0, 18.0
6.0, 18.0
5.0, 18.0
4.0, 19.0
7.0, 19.0
6.0, 18.0
8.0, 22.0
9.0, 22.0
4.0, 18.0
4.0, 18.0
7.0, 18.0
8.0, 18.0
5.0, 18.0
6.0, 15.0
8.0, 17.0
3.0, 18.0
7.0, 19.0
8.0, 22.0
7.0, 16.0
8.0, 19.0
5.0, 18.0
5.0, 18.0
9.0, 17.0
10.0, 19.0
7.0, 21.0
4.0, 18.0
4.0, 19.0
6.0, 18.0
7.0, 18.0
9.0, 17.0
6.0, 19.0
6.0, 18.0
4.0, 17.0
3.0, 18.0
7.0, 18.0
6.0, 18.0
7.0, 16.0
10.0, 22.0
5.0, 18.0
6.0, 16.0
8.0, 18.0
4.0, 19.0
7.0, 17.0
5.0, 18.0
6.0, 16.0
8.0, 18.0
6.0, 19.0
7.0, 19.0
9.0, 22.0
9.0, 17.0
6.0, 22.0
4.0, 19.0
3.0, 18.0
7.0, 22.0
7.0, 21.0
8.0, 22.0
7.0, 18.0
6.0, 17.0
6.0, 18.0
10.0, 22.0
7.0, 19.0
8.0, 17.0
5.0, 17.0
5.0, 19.0
5.0, 19.0
6.0, 18.0
4.0, 18.0
8.0, 22.0
10.0, 18.0
8.0, 17.0
7.0, 19.0
7.0, 17.0
9.0, 18.0
12.0, 22.0
10.0, 22.0
9.0, 18.0
6.0, 19.0
7.0, 19.0
8.0, 18.0
10.0, 22.0
7.0, 19.0
6.0, 17.0
7.0, 19.0
8.0, 17.0
6.0, 19.0
8.0, 22.0
6.0, 17.0
5.0, 18.0
5.0, 19.0
5.0, 18.0
6.0, 18.0
7.0, 17.0
5.0, 18.0
4.0, 18.0
4.0, 19.0
6.0, 18.0
6.0, 19.0
5.0, 18.0
8.0, 19.0
10.0, 18.0
5.0, 18.0
4.0, 19.0
2.0, 19.0
4.0, 18.0
8.0, 19.0
10.0, 19.0
6.0, 18.0
6.0, 19.0
9.0, 22.0
10.0, 18.0
7.0, 18.0
7.0, 19.0
7.0, 19.0
4.0, 19.0
6.0, 18.0
6.0, 17.0
9.0, 22.0
7.0, 18.0
7.0, 19.0
6.0, 22.0
4.0, 18.0
6.0, 19.0
5.0, 18.0
10.0, 22.0
12.0, 22.0
4.0, 19.0
5.0, 18.0
6.0, 18.0
5.0, 19.0
7.0, 18.0
9.0, 22.0
8.0, 22.0
5.0, 17.0
6.0, 19.0
9.0, 22.0
4.0, 18.0
7.0, 19.0
6.0, 17.0
5.0, 18.0
11.0, 22.0
9.0, 18.0
8.0, 18.0
6.0, 18.0
7.0, 19.0
4.0, 19.0
7.0, 18.0
8.0, 18.0
8.0, 17.0
7.0, 18.0
8.0, 17.0
6.0, 17.0
8.0, 18.0
7.0, 18.0
11.0, 22.0
10.0, 22.0
5.0, 18.0
5.0, 17.0
8.0, 22.0
8.0, 18.0
10.0, 18.0
5.0, 19.0
8.0, 18.0
10.0, 22.0
8.0, 22.0
5.0, 19.0
6.0, 17.0
9.0, 18.0
4.0, 19.0
7.0, 18.0
6.0, 19.0
5.0, 19.0
5.0, 18.0
6.0, 19.0
6.0, 19.0
6.0, 18.0
9.0, 22.0
7.0, 19.0
7.0, 22.0
5.0, 19.0
4.0, 19.0
5.0, 18.0
8.0, 17.0
5.0, 18.0
8.0, 18.0
5.0, 19.0
9.0, 22.0
7.0, 22.0
7.0, 19.0
7.0, 19.0
6.0, 19.0
7.0, 19.0
6.0, 17.0
11.0, 22.0
12.0, 22.0
8.0, 19.0
10.0, 22.0
6.0, 22.0
7.0, 17.0
2.0, 19.0
3.0, 19.0
7.0, 19.0
7.0, 18.0
5.0, 18.0
6.0, 19.0
9.0, 22.0
6.0, 19.0
5.0, 19.0
10.0, 18.0
7.0, 18.0
5.0, 18.0
5.0, 18.0
7.0, 19.0
6.0, 19.0
6.0, 18.0
5.0, 18.0
7.0, 18.0
5.0, 18.0
5.0, 18.0
4.0, 19.0
7.0, 17.0
5.0, 17.0
4.0, 19.0
7.0, 19.0
7.0, 22.0
4.0, 19.0
3.0, 18.0
10.0, 22.0
6.0, 17.0
9.0, 19.0
6.0, 19.0
9.0, 18.0
6.0, 19.0
9.0, 17.0
6.0, 18.0
7.0, 17.0
7.0, 18.0
4.0, 18.0
5.0, 19.0
6.0, 19.0
10.0, 17.0
7.0, 19.0
4.0, 19.0
6.0, 17.0
4.0, 19.0
6.0, 18.0
6.0, 22.0
5.0, 18.0
4.0, 18.0
7.0, 21.0
6.0, 18.0
7.0, 19.0
7.0, 18.0
8.0, 17.0
7.0, 22.0
8.0, 18.0
11.0, 17.0
5.0, 18.0
6.0, 22.0
8.0, 22.0
11.0, 22.0
4.0, 18.0
5.0, 18.0
6.0, 19.0
5.0, 18.0
5.0, 17.0
5.0, 18.0
7.0, 19.0
7.0, 17.0
5.0, 18.0
3.0, 18.0
7.0, 19.0
5.0, 18.0
10.0, 22.0
8.0, 17.0
4.0, 18.0
